X_Input,Y_Target
1.9762561,3.9055884
0.019694647,0.0003878791
0.1069525,0.011438839
-1.0715879,1.1483006
0.27127242,0.07358872
0.15188938,0.023070386
-1.0418795,1.085513
0.06729741,0.004528941
0.8048457,0.6477766
1.646235,2.7100897
-1.2472837,1.5557166
1.4873285,2.212146
0.13884903,0.019279055
1.092776,1.1941593
0.78771085,0.62048835
-0.27931732,0.07801816
-0.016348872,0.00026728562
0.9390138,0.8817469
1.5026444,2.25794
-0.05213907,0.0027184826
1.8019489,3.2470198
-1.9503651,3.8039238
0.23726887,0.056296516
-0.20147465,0.040592033
1.0678563,1.1403172
0.41118416,0.16907242
1.7464675,3.0501487
0.5156367,0.2658812
-0.54077643,0.29243913
1.7801229,3.1688373
-0.9119475,0.8316483
0.9327567,0.87003505
-0.45075977,0.20318438
1.4328563,2.0530772
1.175638,1.3821248
1.8214364,3.3176308
1.1641178,1.3551704
1.5349343,2.3560233
1.0349896,1.0712036
1.6644734,2.7704718
-0.5218859,0.27236483
1.6710241,2.7923214
-1.480678,2.1924074
-0.8566458,0.7338421
-0.3492917,0.122004695
1.2455913,1.5514977
-1.1691722,1.3669635
-1.291877,1.6689464
-1.7005209,2.8917713
1.5059807,2.2679782
-0.32783398,0.10747512
-0.471617,0.22242261
0.95397717,0.91007245
-1.1426928,1.3057468
1.3188717,1.7394227
-0.4492329,0.2018102
-1.791984,3.2112064
0.8122065,0.6596794
-0.4606898,0.2122351
1.1430408,1.3065423
0.13285643,0.01765083
1.9152362,3.66813
-1.2995049,1.688713
1.3694799,1.8754752
-1.8807385,3.5371773
1.152499,1.3282539
-1.7195556,2.9568715
-1.5882466,2.5225272
-0.93317413,0.8708139
-1.688049,2.8495095
-1.2922128,1.6698141
0.8900915,0.79226285
-0.9530516,0.90830743
-0.10855227,0.011783596
0.32426298,0.10514648
-1.0459964,1.0941086
-1.3518424,1.8274778
0.6712765,0.45061213
1.4424796,2.0807474
-1.5453112,2.387987
0.052471776,0.0027532873
-0.91611606,0.83926857
0.027034855,0.00073088333
-0.34304243,0.11767811
0.9223807,0.8507861
1.1330922,1.283898
1.8456912,3.406576
-1.4991838,2.247552
-0.8375517,0.70149285
0.0690136,0.0047628772
-0.25557753,0.06531988
1.2825241,1.644868
-0.2703847,0.07310788
-0.3493313,0.122032344
-0.7698292,0.592637
0.54410106,0.29604593
-0.9614643,0.9244135
-1.5644224,2.4474175
-1.5535623,2.4135559
-1.7044575,2.9051754
-1.2072226,1.4573863
1.3349217,1.782016
-1.9523134,3.8115277
1.2530658,1.5701739
0.43128723,0.18600868
1.2930102,1.6718754
-0.25757575,0.06634526
0.4972328,0.24724045
-0.52358556,0.27414182
1.9912679,3.9651477
-0.8525975,0.7269225
-0.46035317,0.21192503
0.2486915,0.06184746
-0.91601926,0.8390913
-1.2756872,1.6273779
-1.7588078,3.093405
-1.6914395,2.8609676
0.12760293,0.016282508
0.32078052,0.10290013
-1.7491728,3.0596054
-1.339244,1.7935747
1.9065675,3.6349995
-0.4808241,0.23119184
-0.674617,0.45510808
1.1333923,1.2845781
1.9310107,3.7288027
-0.23899074,0.057116576
-0.6415316,0.4115628
0.22391115,0.0501362
1.6212417,2.6284246
-1.6492918,2.7201633
1.5770558,2.4871051
1.8745468,3.5139256
1.7364584,3.0152879
-0.5476369,0.2999062
0.8364588,0.6996633
0.06580018,0.004329664
1.2559959,1.5775257
-1.8510742,3.4264755
1.7262921,2.9800844
-1.858718,3.4548328
1.2676195,1.6068592
1.5905565,2.52987
0.27239037,0.07419651
-0.50905603,0.25913805
0.2473864,0.061200034
-1.6158767,2.6110575
-0.07821135,0.006117016
0.59316623,0.35184622
0.68582374,0.47035417
1.3838699,1.9150957
1.4222062,2.0226705
-0.78939986,0.62315214
1.1783534,1.3885169
-1.2928368,1.6714271
1.8638475,3.4739277
-1.3337872,1.7789882
-0.20939419,0.043845925
1.8202662,3.3133693
-0.37986723,0.1442991
1.9226801,3.696699
-1.2879499,1.6588149
-0.61629933,0.37982488
0.6782529,0.460027
1.6783514,2.8168635
0.55702597,0.3102779
-0.6057314,0.3669106
-0.32635024,0.10650448
-0.12386106,0.015341561
-1.3094995,1.7147889
0.51585853,0.26611
-0.30134836,0.090810835
-1.3395817,1.7944793
-1.8894372,3.5699728
1.2065014,1.4556457
-1.104229,1.2193216
1.2643756,1.5986456
1.0939732,1.1967771
-0.13928533,0.019400401
-1.5763747,2.4849572
1.0048157,1.0096546
0.50687325,0.2569205
0.80930847,0.6549801
1.5898093,2.5274937
-1.6181037,2.6182597
-1.174352,1.3791026
0.19604416,0.038433317
1.670363,2.7901125
1.7316321,2.99855
0.12914214,0.01667769
-0.114753336,0.013168328
-1.8553268,3.4422376
1.0358952,1.0730789
-1.3141136,1.7268945
-1.3468305,1.8139524
-0.9677756,0.93658954
1.9565285,3.828004
1.6767374,2.8114483
-1.3202847,1.7431517
0.20624343,0.04253635
1.3552248,1.8366344
-1.6570256,2.7457337
0.3253798,0.105872
1.8897235,3.571055
-0.9736387,0.9479723
-1.0186696,1.0376878
-1.7403959,3.0289779
0.2676648,0.07164445
-0.18210404,0.03316188
1.6910151,2.859532
-0.20582746,0.04236494
1.144848,1.3106768
-1.0586867,1.1208175
-0.43618947,0.19026127
-0.34548846,0.11936229
-1.91225,3.6567004
0.89954776,0.8091862
-0.87392884,0.7637516
0.22572272,0.050950743
-1.9381753,3.7565234
1.4844275,2.203525
0.44790214,0.20061633
-0.67721105,0.45861483
1.0323247,1.0656943
1.699069,2.8868358
1.9055837,3.6312492
1.8935654,3.5855901
1.2226343,1.4948345
0.8776141,0.7702065
1.2719711,1.6179106
-1.1315523,1.2804106
-0.7959085,0.63347036
1.7839985,3.1826506
1.1144605,1.2420223
-1.5089576,2.276953
-0.5456059,0.2976858
0.7645314,0.58450824
-0.6981849,0.4874622
0.78846973,0.62168455
0.54978186,0.30226007
1.824972,3.3305228
-0.52785355,0.27862933
1.5154585,2.2966142
0.4635665,0.2148939
0.43344203,0.187872
-0.38439745,0.1477614
-1.027977,1.0567368
1.4774927,2.1829846
0.6796781,0.4619623
0.29029354,0.08427034
-1.540024,2.371674
1.8907183,3.574816
-1.9960499,3.9842153
0.19865221,0.039462697
-0.23502526,0.055236872
1.8044991,3.256217
0.50494206,0.25496647
-1.2917968,1.668739
1.033962,1.0690774
0.7510086,0.56401396
1.5314943,2.3454747
-1.113866,1.2406973
0.097549565,0.009515918
1.9933137,3.9732995
1.4924804,2.2274976
-1.7532401,3.073851
0.83468634,0.6967012
-0.8743213,0.76443774
0.5427317,0.2945577
0.5212956,0.2717491
1.4114425,1.99217
0.96275324,0.92689383
1.7528445,3.0724635
-0.30596033,0.093611725
0.45133817,0.20370616
1.2459809,1.5524684
1.4043683,1.9722501
-0.20804393,0.04328228
-0.35320297,0.124752335
-0.66995436,0.44883886
1.8651577,3.4788132
0.20977157,0.044004112
0.42474183,0.18040562
0.55899334,0.31247357
-1.4965011,2.2395155
1.9958954,3.9835987
-1.5893234,2.5259488
-0.6129044,0.3756518
-1.8856988,3.55586
-1.6472528,2.7134418
-1.2436647,1.546702
-1.3678629,1.8710492
0.6239194,0.38927543
1.3795671,1.9032054
0.25287265,0.06394458
-0.51652765,0.26680082
1.4397185,2.0727892
-1.871284,3.501704
0.94861525,0.8998709
-0.2964967,0.08791029
-1.3368503,1.7871687
-1.4200336,2.0164955
0.3517053,0.12369662
0.42219558,0.1782491
-0.684201,0.468131
-0.49786183,0.24786639
-1.4094304,1.986494
0.9398595,0.8833359
-1.621034,2.627751
0.5468074,0.29899833
0.21508484,0.046261486
1.8835425,3.5477324
1.347037,1.8145087
-1.4911227,2.223447
1.9916364,3.9666154
1.5335743,2.35185
0.08271316,0.0068414663
1.9362817,3.7491865
1.165383,1.3581173
-0.36347324,0.1321128
0.7856547,0.61725336
0.5330901,0.28418508
1.4784436,2.1857955
0.37463552,0.14035177
0.6713783,0.4507488
-1.7518204,3.0688746
0.5830636,0.33996317
-1.5619687,2.4397464
-0.24818374,0.06159517
0.2792953,0.078005865
-1.0969853,1.2033769
-1.0611597,1.12606
-0.9000898,0.81016165
0.9289981,0.86303747
-0.98252755,0.96536034
-1.544275,2.3847854
1.7456915,3.0474389
-0.07800704,0.0060850987
1.4821737,2.1968389
1.8780367,3.5270221
-1.8094723,3.27419
0.8327575,0.693485
1.40886,1.9848864
1.5759668,2.4836717
1.3636899,1.8596503
0.59632003,0.35559756
-0.118224636,0.013977065
-1.6907644,2.8586843
-1.7904813,3.2058234
-1.9418755,3.7708805
0.14858085,0.02207627
-0.18272968,0.033390135
1.8566881,3.4472911
-1.7115856,2.9295254
1.9563438,3.827281
0.035888944,0.0012880163
-1.2128205,1.4709337
-1.8814226,3.539751
-1.7203419,2.9595761
-1.7479272,3.0552495
1.482857,2.1988647
-1.8430088,3.3966815
1.3257858,1.757708
0.77248496,0.59673303
1.9450772,3.7833252
-0.07872916,0.006198281
1.3898329,1.9316353
1.6376451,2.6818814
0.502664,0.25267115
0.2008387,0.04033618
0.1964369,0.038587455
0.351103,0.12327332
0.6720732,0.4516824
-1.2193524,1.4868201
1.7066053,2.9125016
0.2689022,0.0723084
-0.85471165,0.730532
-0.85113704,0.72443426
0.28372872,0.08050198
-0.9268569,0.85906374
1.4328597,2.053087
-1.7230442,2.9688811
-1.4254572,2.0319283
1.1274655,1.2711786
-0.18340048,0.03363574
-1.2628921,1.5948964
-0.98705703,0.9742816
-1.4240271,2.0278533
1.0306208,1.0621792
-0.2558031,0.06543522
1.7290915,2.9897575
1.9068495,3.636075
0.6094333,0.37140897
1.5422752,2.3786128
1.5704727,2.4663846
1.591752,2.5336745
-0.61460817,0.37774318
-1.0019385,1.0038807
1.5529591,2.411682
-0.82814646,0.68582654
-1.7111013,2.9278674
1.6733397,2.8000658
-0.9872496,0.97466177
1.7835417,3.181021
-1.1954472,1.429094
1.1077262,1.2270573
-0.26770392,0.071665384
-0.4561087,0.20803513
0.14826047,0.02198117
-0.15529235,0.024115715
0.31073806,0.096558146
-0.37290832,0.13906063
-1.9588013,3.8369024
0.4528629,0.2050848
-0.5612591,0.31501177
1.3376418,1.7892858
0.92197526,0.8500384
0.15419231,0.023775268
-1.7048352,2.906463
0.9810323,0.9624244
-0.1638772,0.026855737
-1.994645,3.9786088
0.4859552,0.23615246
-1.4260076,2.0334978
0.28220916,0.079642005
0.44612202,0.19902486
-0.14272599,0.020370707
1.866607,3.4842215
1.2036653,1.4488101
-0.9813146,0.9629783
1.8754458,3.517297
-0.87320894,0.76249385
-1.0136075,1.0274003
-0.9264588,0.8583259
0.032327827,0.0010450884
1.0016743,1.0033513
0.10733989,0.011521853
1.0011675,1.0023365
-1.3983759,1.9554551
-1.8496665,3.421266
-0.042191498,0.0017801225
-1.9699328,3.8806353
1.0275863,1.0559338
0.13511515,0.018256102
-0.6249925,0.3906156
1.9316671,3.7313375
-1.0765978,1.1590627
-0.8620017,0.743047
-0.18500039,0.034225143
1.2614504,1.591257
-0.9273445,0.8599679
1.9620899,3.8497965
1.6360499,2.676659
1.4656649,2.1481733
-1.3486358,1.8188184
1.645156,2.7065382
1.1425529,1.3054271
0.41421568,0.17157462
-0.1538466,0.023668777
0.5425548,0.29436567
0.36672238,0.1344853
-1.7016977,2.8957748
-1.2463343,1.5533491
0.6336027,0.40145233
-0.511961,0.26210406
1.9420241,3.771458
1.863594,3.4729826
1.02273,1.0459768
0.24030487,0.057746433
0.5549811,0.308004
0.8410509,0.7073667
-1.9948449,3.979406
0.6182355,0.38221514
1.2983044,1.6855943
-0.733823,0.5384962
-0.9120715,0.8318745
0.08694276,0.0075590434
0.9115594,0.8309406
1.9321363,3.7331505
-0.7557629,0.57117754
1.5914706,2.5327787
0.9491782,0.9009393
0.89418334,0.7995638
1.4987352,2.2462072
0.16066328,0.02581269
-1.0736277,1.1526763
-0.35877737,0.1287212
1.8261608,3.3348632
-1.969055,3.877178
1.7193083,2.956021
-1.9664637,3.8669794
0.50530225,0.25533035
0.6956453,0.4839223
0.53939736,0.29094952
-0.8837209,0.7809625
-0.10282295,0.010572559
0.88464963,0.78260493
0.5638641,0.31794277
-1.897055,3.5988176
-1.1604493,1.3466425
0.5658635,0.32020146
1.8440256,3.4004302
0.35614693,0.12684064
-1.9309194,3.7284498
0.76811224,0.5899964
1.8430105,3.3966877
-0.34152305,0.116638005
-0.59132075,0.34966022
0.36992672,0.13684578
-1.2512637,1.5656611
-1.0654706,1.1352274
1.7034408,2.9017105
0.69276696,0.47992608
-0.7788444,0.6065987
0.5375614,0.28897226
-0.40411514,0.16330905
-0.39193815,0.1536155
0.50388956,0.25390467
0.9697797,0.94047254
-1.5028477,2.2585511
1.0093879,1.0188639
0.06301746,0.0039711995
1.1799372,1.3922517
-1.9789681,3.9163148
0.57494813,0.3305654
1.8317114,3.3551667
1.7496529,3.061285
1.9879469,3.9519327
0.6097587,0.37180567
0.22030218,0.048533052
0.9689075,0.93878174
-1.5126505,2.2881114
-1.8711082,3.5010457
-1.3264982,1.7595973
1.8156365,3.296536
1.4727033,2.1688552
0.094295844,0.008891707
1.8918679,3.579164
0.8279719,0.68553746
-0.48222232,0.23253837
-0.16035002,0.025712129
-1.7954981,3.2238138
-1.6712064,2.7929306
1.6894258,2.8541596
-0.03472494,0.0012058214
1.8589249,3.4556017
-1.1409117,1.3016795
-1.0105422,1.0211954
-0.059228934,0.0035080668
1.8950994,3.5914016
-1.133831,1.2855728
-1.2810026,1.6409677
0.61729574,0.38105404
0.10075639,0.010151851
-0.6177789,0.3816508
-0.2928585,0.08576611
0.44192383,0.19529666
0.44516265,0.19816978
-0.13595065,0.01848258
-0.33207363,0.1102729
-1.625403,2.641935
-1.016603,1.0334817
-1.6890341,2.8528361
0.534914,0.286133
-1.3094649,1.7146986
0.6882622,0.4737049
-0.72166264,0.52079695
-0.66100574,0.43692857
0.36785048,0.13531397
0.26315197,0.06924896
-0.85021156,0.72285974
0.8723165,0.7609361
-1.7359898,3.0136604
0.31485122,0.0991313
1.3012505,1.6932527
0.2867143,0.08220507
0.7155881,0.5120663
0.1992493,0.039700285
-1.6083328,2.5867343
-1.2811387,1.6413162
1.8642251,3.4753354
0.63827425,0.40739405
-1.038168,1.0777926
-0.34104708,0.11631311
-0.34437805,0.11859625
-0.11285104,0.012735357
0.25806755,0.066598855
-0.42166823,0.1778041
-0.8258511,0.6820301
-1.2826037,1.6450722
0.34364125,0.11808932
1.9240711,3.7020495
0.5455281,0.29760092
0.54061717,0.29226696
-1.7856768,3.1886415
1.5816251,2.501538
1.1784133,1.3886578
-0.6735891,0.45372227
1.1800705,1.3925664
-1.1158185,1.245051
0.9540101,0.9101353
-0.65665835,0.43120018
1.4379267,2.067633
0.41228777,0.16998121
1.942769,3.7743518
-0.1797531,0.03231118
0.59955376,0.35946468
0.17803605,0.031696837
1.1180737,1.2500888
-0.44595486,0.19887574
-0.09516491,0.00905636
0.09972711,0.009945496
1.9091437,3.6448298
-0.98741555,0.9749895
-0.6073205,0.36883813
1.7138175,2.9371705
1.1127218,1.2381498
-0.2627141,0.06901869
-0.7465246,0.5572989
1.2601275,1.5879214
0.73675275,0.5428046
-0.64177537,0.41187564
-1.6382471,2.6838536
1.8147036,3.2931492
-1.1895988,1.4151452
-0.17560938,0.030838653
1.1957093,1.4297208
0.42387712,0.17967182
-0.83268756,0.6933686
0.5686915,0.32341003
1.1097237,1.2314868
1.8130709,3.2872262
-0.9104924,0.8289964
0.5250222,0.27564833
-0.29517382,0.08712759
1.8070506,3.2654316
1.0809506,1.1684543
0.94580096,0.89453954
0.5491063,0.30151775
1.1028907,1.216368
-0.98720527,0.97457427
1.751901,3.0691571
1.7104344,2.9255862
-1.1580292,1.3410316
1.3766677,1.895214
-0.16402023,0.026902633
-0.6477793,0.41961798
1.2398435,1.5372118
1.5248498,2.325167
-1.9400629,3.763844
1.0435565,1.0890101
1.1134074,1.239676
0.6344536,0.4025314
-1.0208759,1.0421878
-0.8517228,0.7254317
-0.36364013,0.13223416
1.2764872,1.6294196
-1.0244395,1.0494761
0.30774778,0.09470869
1.0092942,1.0186747
-1.4565334,2.1214898
1.8724973,3.506246
-1.4541818,2.1146448
1.579583,2.4950829
-1.6217035,2.6299222
1.6027375,2.5687678
1.947148,3.7913852
0.20617823,0.042509466
0.48036394,0.23074952
-0.7575519,0.5738849
0.48994702,0.2400481
-0.93609947,0.8762822
0.7560487,0.5716096
0.8215074,0.6748744
1.8758565,3.5188375
-0.43598706,0.19008471
-0.8309642,0.6905016
-1.1015831,1.2134854
-1.8023688,3.2485332
-1.0454735,1.0930148
-1.6793475,2.820208
0.074424334,0.005538982
1.6126305,2.600577
-0.32638508,0.10652722
-1.1791296,1.3903465
0.6376478,0.40659475
-1.9480474,3.7948885
0.5579245,0.31127977
1.4631137,2.1407015
-1.7538966,3.0761535
-1.8828418,3.5450935
1.9448926,3.7826073
1.4832665,2.2000794
-1.5873312,2.5196202
0.24174225,0.058439314
-1.7529548,3.0728507
1.1822262,1.3976588
-1.2556876,1.5767512
-0.12991709,0.01687845
-0.46589613,0.21705921
-1.6967303,2.8788936
1.341843,1.8005428
-1.1926299,1.4223663
-1.9084662,3.6422434
-0.06088119,0.0037065193
-1.6070684,2.5826688
-1.6679553,2.7820747
-0.16399774,0.026895257
-0.9725158,0.945787
1.7888781,3.200085
-0.81915665,0.67101765
0.22852464,0.052223507
-0.14297418,0.020441616
-1.1658052,1.3591019
-0.89846617,0.80724144
1.7319148,2.9995284
-1.2697053,1.6121516
0.59071624,0.34894568
0.025570361,0.0006538434
1.2168081,1.480622
-1.6522375,2.729889
-1.6396136,2.6883328
1.4283426,2.0401623
0.9044428,0.8180167
-0.2652289,0.07034637
-0.22728008,0.051656235
1.2350671,1.5253906
-1.0232266,1.0469927
1.4151417,2.0026262
0.48116863,0.23152326
1.1463015,1.314007
-0.83488184,0.6970277
0.004458271,1.987618e-05
0.042300403,0.0017893242
-1.4470704,2.0940127
-0.9581938,0.91813534
-0.39473218,0.1558135
-1.0176375,1.035586
-1.0016807,1.0033643
-0.29753613,0.088527754
-1.2149746,1.4761634
-0.57859015,0.33476657
0.7361416,0.5419045
0.15455313,0.023886671
-0.23168337,0.053677183
1.1799164,1.3922027
-0.33994856,0.11556503
0.99453765,0.9891051
-0.66476804,0.44191653
-0.9155324,0.8381996
0.03637595,0.0013232097
-1.7794255,3.166355
0.004383683,1.9216679e-05
-0.73623806,0.5420465
-0.79411536,0.63061917
-1.6147583,2.607444
1.4929471,2.228891
0.80662054,0.65063673
0.40087244,0.1606987
-0.5395168,0.29107836
0.5709271,0.32595775
-1.0596093,1.1227719
1.4776125,2.1833386
-1.0822917,1.1713555
0.5632305,0.31722862
-1.3521274,1.8282486
1.5727395,2.4735096
0.11823105,0.013978582
0.1674121,0.02802681
1.1055644,1.2222726
0.7866624,0.6188378
-1.0554796,1.1140373
-0.70254946,0.49357572
-1.4149916,2.002201
-1.2684774,1.609035
-1.4333037,2.0543594
1.1013714,1.2130189
0.26937407,0.0725624
1.8617488,3.4661086
1.5659086,2.4520698
1.7240794,2.9724495
-0.41689745,0.17380348
1.2226528,1.4948798
-0.3883503,0.15081596
1.5973549,2.5515425
1.3303227,1.7697587
1.2134213,1.4723912
-0.20420007,0.04169767
-0.24514003,0.060093634
-1.126563,1.2691442
0.7375197,0.5439353
-0.33373803,0.11138108
0.5257244,0.27638614
-1.597812,2.5530035
-1.2954627,1.6782236
-1.7111826,2.928146
0.68644345,0.47120464
-1.7438703,3.0410836
0.21778013,0.047428183
-0.73166335,0.5353313
1.3420663,1.8011419
-1.2272682,1.5061873
-0.089214586,0.007959243
1.2886097,1.6605152
0.5712097,0.3262806
-1.8003894,3.241402
1.8015379,3.245539
1.5907903,2.5306137
-0.542262,0.29404807
-0.6007516,0.36090243
0.43513373,0.18934135
-0.20166357,0.040668193
0.36856326,0.13583888
1.2037228,1.4489487
-1.4291741,2.0425384
0.68049324,0.46307105
-0.9445362,0.8921487
0.8884453,0.789335
0.8847822,0.7828396
0.6662312,0.44386402
-1.3596498,1.8486476
1.8647522,3.477301
0.29284784,0.08575986
0.88493687,0.78311324
-0.2762953,0.0763391
-0.115098074,0.013247567
0.6767042,0.45792863
1.6009057,2.562899
-0.58036417,0.3368226
-1.1026239,1.2157795
-1.5389211,2.3682783
-0.5912698,0.34959993
0.6675412,0.44561127
0.69313943,0.4804423
0.27471694,0.0754694
-0.015339701,0.00023530645
1.0163924,1.0330535
1.7664853,3.1204703
-0.35214373,0.12400521
1.318659,1.7388614
-1.200927,1.4422257
0.72938716,0.5320056
0.69175994,0.47853184
1.9493183,3.7998416
1.2688503,1.6099811
-1.1084701,1.228706
1.9035349,3.6234448
-1.3788929,1.9013456
-0.9378845,0.87962735
1.5758882,2.4834235
-1.2343714,1.5236729
-0.8658144,0.7496345
0.5645483,0.31871483
-1.462245,2.1381605
0.73644984,0.5423584
-0.398927,0.15914275
-1.8860717,3.5572665
-0.982034,0.9643909
1.7044646,2.9051993
-0.5810261,0.33759126
-1.9630191,3.853444
-0.5870799,0.34466276
0.38303205,0.14671357
-1.0172492,1.034796
1.0557249,1.114555
0.33169696,0.110022865
-1.1316074,1.2805353
1.7332743,3.0042398
1.101937,1.2142653
1.1606127,1.3470219
0.47046855,0.22134067
1.3671863,1.8691983
-1.9116588,3.654439
1.8779894,3.5268443
-1.6169584,2.6145544
0.47535872,0.2259659
-1.8393407,3.3831742
1.1509039,1.3245798
-1.2727314,1.6198452
0.416657,0.17360306
-0.6284858,0.3949944
0.11553543,0.013348435
0.31247157,0.09763849
-0.3615537,0.13072108
1.4856223,2.2070735
-1.030791,1.0625303
1.7898158,3.2034407
-0.809198,0.6548015
-1.0595726,1.1226939
1.9048859,3.6285903
0.5702454,0.32517985
-1.8124679,3.2850401
-0.32488316,0.10554907
1.8898168,3.5714076
-0.70159286,0.49223256
-1.3632197,1.8583682
-0.9683522,0.937706
-1.0453572,1.0927716
-1.7349869,3.0101795
-0.3345082,0.11189573
0.22980042,0.052808233
-1.9081438,3.641013
1.91641,3.6726272
-0.26496136,0.070204526
1.6846596,2.838078
1.3664546,1.8671982
-0.22551973,0.05085915
0.39512327,0.15612242
0.92658854,0.85856634
-0.11687985,0.013660898
1.6285814,2.6522775
-1.3203528,1.7433314
1.849012,3.4188452
0.8403149,0.70612913
1.990097,3.960486
1.1983117,1.435951
-0.5602096,0.31383473
-0.27117696,0.07353694
1.7261213,2.9794948
-0.66473585,0.44187376
-1.3589914,1.8468578
0.82594174,0.6821798
0.35839438,0.12844653
-1.6475396,2.714387
0.027811123,0.00077345857
-0.3694366,0.1364834
1.9270118,3.7133746
1.5067595,2.2703245
1.2153786,1.4771453
1.2293965,1.5114158
-1.0514804,1.105611
1.6845922,2.8378513
-1.7990927,3.2367342
-0.5104456,0.2605547
1.6415918,2.6948235
-0.7139616,0.5097412
1.2660785,1.6029547
-0.85670257,0.7339393
-1.6520498,2.7292683
-0.25495195,0.0650005
1.1015474,1.2134066
1.9833255,3.93358
-1.0877864,1.1832794
-0.8291787,0.6875373
1.5953736,2.545217
-1.798938,3.236178
-0.49229398,0.24235336
1.1428055,1.3060043
0.61875236,0.3828545
1.5184199,2.3055987
0.42781767,0.18302795
1.9666709,3.8677945
0.25927123,0.06722157
0.7795518,0.60770106
0.04394507,0.0019311691
1.1324373,1.2824144
0.24216048,0.058641702
0.21458635,0.046047304
-1.0703341,1.1456151
-1.4574047,2.1240284
0.6912772,0.47786415
-0.184731,0.034125544
1.4162545,2.005777
-1.2826203,1.645115
1.9263624,3.7108722
-0.91817945,0.84305346
-1.77125,3.1373265
0.89134514,0.7944962
1.914909,3.6668768
0.92457545,0.8548398
-1.7628844,3.1077616
-0.28581983,0.08169297
-1.701984,2.8967497
-1.7950543,3.2222197
1.4915959,2.2248583
1.8680981,3.4897907
0.8466369,0.716794
-1.1301442,1.2772261
0.93351835,0.87145644
1.2390968,1.5353607
-0.20312493,0.041259732
-0.2670566,0.07131923
1.2809603,1.6408595
-0.019145746,0.00036655957
1.8354745,3.3689668
-1.4946457,2.2339656
0.6953236,0.48347488
1.6977708,2.8824258
-0.35220054,0.12404523
1.4041268,1.9715722
-0.8608103,0.7409944
-0.48078966,0.23115869
-1.9449117,3.7826817
1.9782928,3.9136422
-1.1009839,1.2121655
1.6069002,2.5821283
-1.1275672,1.2714078
1.7597897,3.09686
-0.6460277,0.41735178
1.6579634,2.7488427
-1.1426252,1.3055924
-1.7819873,3.1754787
0.33790028,0.11417659
-0.27683863,0.07663963
1.0400895,1.0817862
-0.5213301,0.27178508
-1.8988543,3.6056473
-1.9534614,3.8160114
-0.7436127,0.55295986
1.2067826,1.4563242
1.4247305,2.0298572
-1.2287593,1.5098494
-0.84566915,0.7151563
-1.2324187,1.5188557
-1.8754554,3.5173328
1.3912292,1.9355185
-1.6582444,2.7497745
0.54488945,0.29690453
-1.4721612,2.1672585
-0.6736259,0.45377186
-1.0604568,1.1245685
1.7134833,2.9360251
-0.03104875,0.0009640249
0.5325718,0.28363273
1.0205655,1.041554
-1.4491533,2.1000452
1.2305415,1.5142322
0.02081315,0.0004331872
-1.7365692,3.0156724
-1.6552758,2.739938
1.0937692,1.196331
0.7543778,0.5690858
0.25840116,0.06677115
-1.4172902,2.0087116
1.8199017,3.3120422
-1.6335932,2.6686265
0.6336232,0.40147832
-0.8598301,0.73930776
0.8817723,0.7775224
-1.1463261,1.3140635
0.50152785,0.25153017
